Movies,ReleaseYear,Genre,MovieType,Rating,StarsDirectors,Votes,RunTime(mins),Gross($)
Nabillera,2021,Drama,Series,8.8,"In-hwan Park, Song Kang, Moon-hee Na, Hong Seung-hee",1161,60,36450000.0
La Révolution,2020,"Action,Adventure,Drama",Regular,6.5,"Marilou Aussilloux, Coline Beal, Amir El Kacem, Lionel Erdogan",4901,95,36450000.0
Spaceman of Bohemia,2020,"Adventure,Drama,Sci-Fi",Regular,5.4,"Adam Sandler, Carey Mulligan, Paul Dano, Isabella Rossellini, Johan Renck",1649,95,36450000.0
Sniper: Assassin's End,2020,"Action,Thriller",Regular,5.4,"Chad Michael Collins, Sayaka Akimoto, Tom Berenger, Ryan Robbins, Kaare Andrews",1649,95,36450000.0
Grand Designs,1999,Documentary,Series,8.5,"Kevin McCloud, Jeremy Till, Robert Gaukroger, Deborah Sheridan-Taylor",2855,50,36450000.0
Hope Gap,2019,"Drama,Romance",Regular,6.7,"Annette Bening, Bill Nighy, Josh O'Connor, Aiysha Hart, William Nicholson",4085,100,36450000.0
Million Dollar Arm,2014,"Biography,Drama,Sport",Regular,7.0,"Jon Hamm, Aasif Mandvi, Alan Arkin, Suraj Sharma, Craig Gillespie",44546,124,36450000.0
Run On,2020,"Drama,Romance",Series,7.6,"Si-wan Yim, Shin Se-Kyung, Sooyoung Choi, Tae-oh Kang",1638,70,1080000.0
The Dawn Wall,2017,"Documentary,Biography,Sport",Regular,8.1,"John Branch, Tommy Caldwell, Kevin Jorgeson",16824,100,1080000.0
Tabula Rasa,2017,"Drama,Horror,Thriller",Regular,8.0,"Veerle Baetens, Stijn Van Opstal, Jeroen Perceval, Gene Bervoets",9128,60,20000.0
Evil Genius: The True Story of America's Most Diabolical Bank Heist,2018,"Documentary,Crime",Regular,7.5,"Trey Borzillieri, Jerry Clark, Jason Wick, Lamont King",25186,192,20000.0
Alex Strangelove,2018,"Comedy,Drama,Romance",Regular,6.3,"Michael Abela, Brendan Archer, Joshua Barragan, Kai Wes, Craig Johnson",15972,99,20000.0
Down to Earth with Zac Efron,2020,"Documentary,Short,History",Series,8.1,"Zac Efron, Darin Olien, Carmen Yulín Cruz, Anna Kendrick",5754,45,20000.0
The Rational Life,2021,"Drama,Romance",Series,8.2,"Lan Qin, Dylan Wang, Pan Hong, Bao Wen Jin",192,45,20000.0
Winchester '73,1950,"Action,Drama,Western",Regular,7.6,"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally, Anthony Mann",18670,92,20000.0
Big Game,2014,"Action,Adventure",Regular,5.4,"Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber, Jalmari Helander",31914,90,20000.0
The Bookshop,2017,Drama,Regular,6.5,"Emily Mortimer, Bill Nighy, Hunter Tremayne, Honor Kneafsey, Isabel Coixet",13939,113,1330000.0
Zoe,2018,"Romance,Sci-Fi",Regular,6.1,"Ewan McGregor, Léa Seydoux, Theo James, Rashida Jones, Drake Doremus",8146,104,80000.0
Clinical,2017,"Horror,Thriller",Regular,5.1,"Vinessa Shaw, Kevin Rahm, India Eisley, Aaron Stanford, Alistair Legrand",7392,104,80000.0
D-Tox,2002,"Crime,Thriller",Regular,5.3,"Sylvester Stallone, Charles S. Dutton, Polly Walker, Kris Kristofferson, Jim Gillespie",25639,96,80000.0
AlRawabi School for Girls,2021,Drama,Regular,6.9,"Salsabiela A., Joanna Arida, Yara Mustafa, Rakeen Saad",12344,103,3900000.0
Our Souls at Night,2017,"Drama,Romance",Regular,6.9,"Robert Redford, Jane Fonda, Matthias Schoenaerts, Iain Armitage, Ritesh Batra",12344,103,3900000.0
The Toys That Made Us,2017,"Documentary,Comedy,History",Series,8.1,"Donald Ian Black, Mark Bellomo, David Vonner, Kirk Bozigian",5161,46,3900000.0
Down a Dark Hall,2018,"Drama,Fantasy,Horror",Regular,5.1,"AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles, Rodrigo Cortés",12631,96,3900000.0
Zheng tu,2020,"Action,Adventure,Fantasy",Regular,6.1,"Henry Lau, Peter Ho, Chenhan Lin, Luxia Jiang, Teddy Chan",3578,110,3900000.0
A Boy Called Christmas,2021,"Adventure,Drama,Family",Regular,6.6,"Kristen Wiig, Maggie Smith, Michiel Huisman, Stephen Merchant, Gil Kenan",7736,23,3900000.0
Clarence,2013,"Animation,Short,Adventure",Series,6.6,"Spencer Rothbell, Katie Crown, Tom Kenny, Sean Giambrone",7736,23,3900000.0
Fyre,2019,"Documentary,Crime,Music",Regular,7.2,"Billy McFarland, Jason Bell, Gabrielle Bluestone, Shiyuan Deng, Chris Smith",39575,97,3900000.0
El bar,2017,"Comedy,Horror,Thriller",Regular,6.3,"Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa, Álex de la Iglesia",24421,102,3900000.0
Black Earth Rising,2018,Thriller,Regular,7.5,"John Goodman, Michaela Coel, Noma Dumezweni, Lucian Msamati",4361,60,3900000.0
Self Made: Inspired by the Life of Madam C.J. Walker,2020,"Biography,Drama,History",Regular,7.3,"Octavia Spencer, Tiffany Haddish, Carmen Ejogo, Kevin Carroll",10219,191,3900000.0
Stree,2018,"Comedy,Horror",Regular,7.6,"Rajkummar Rao, Shraddha Kapoor, Pankaj Tripathi, Aparshakti Khurana, Amar Kaushik",30544,128,3900000.0
Death to 2020,2020,Comedy,Regular,6.8,"Samuel L. Jackson, Hugh Grant, Lisa Kudrow, Kumail Nanjiani",34649,70,3900000.0
Word of Honor,2021,"Action,Drama,Fantasy",Series,9.1,"Jun Gong, Zhehan Zhang, Ye Zhou, Wenyuan Ma",2166,45,3900000.0
Romaenseuneun Byulchaekboorok,2019,Romance,Regular,8.1,"Lee Na-Young, Lee Jong-Suk, Jeong Eu-Gene, Wi Ha-Joon",3704,62,3900000.0
Green Eggs and Ham,2019,"Animation,Short,Adventure",Series,8.2,"Michael Douglas, Adam Devine, Ilana Glazer, Diane Keaton",2030,26,3900000.0
A United Kingdom,2016,"Biography,Drama,History",Regular,6.9,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport, Amma Asante",15365,111,3900000.0
Small Crimes,2017,"Crime,Drama,Thriller",Regular,5.8,"Nikolaj Coster-Waldau, Robert Forster, Jacki Weaver, Molly Parker, E.L. Katz",7416,95,80000.0
PJ Masks,2015,"Animation,Action,Adventure",Series,5.5,"Addison Holley, Kyle Breitkopf, Juan Luis Bonilla, Brianna Daguanno",1024,24,80000.0
Christmas in the Wild,2019,"Comedy,Drama,Romance",Regular,6.1,"Rob Lowe, Kristin Davis, Fezile Mpela, John Owen Lowe, Ernie Barbarash",13005,85,80000.0
Pokémon Journeys,2019,"Animation,Adventure",Series,6.2,"Rica Matsumoto, Ikue Ôtani, Daiki Yamashita, Kana Hanazawa",177,85,80000.0
Curon,2020,"Drama,Fantasy,Horror",Regular,5.8,"Luca Lionello, Federico Russo, Margherita Morchio, Anna Ferzetti",3586,85,80000.0
Naissance des pieuvres,2007,"Drama,Romance",Regular,6.7,"Pauline Acquart, Louise Blachère, Adèle Haenel, Warren Jacquin, Céline Sciamma",10813,85,80000.0
Falsa Identidad,2018,"Crime,Drama,Thriller",Series,7.2,"Luis Ernesto Franco, Samadhi Zendejas, Eduardo Yáñez, Barbie Casillas",262,96,0.0
The Princess Switch: Switched Again,2020,"Comedy,Drama,Family",Regular,5.4,"John Jack, Vanessa Hudgens, Sam Palladio, Mark Fleischmann, Mike Rohl",8340,96,0.0
Jue di tao wang,2016,"Action,Adventure,Comedy",Regular,5.7,"Jackie Chan, Johnny Knoxville, Bingbing Fan, Eric Tsang, Renny Harlin",19872,107,0.0
The Hurricane Heist,2018,"Action,Adventure,Crime",Regular,5.1,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Rob Cohen",19776,103,6120000.0
Flight 7500,2014,"Drama,Horror,Sci-Fi",Regular,4.8,"Leslie Bibb, Ryan Kwanten, Amy Smart, Jamie Chung, Takashi Shimizu",15349,80,43040000.0
Elisa y Marcela,2019,"Biography,Drama,Romance",Regular,6.6,"Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Isabel Coixet",3984,118,43040000.0
Sanyangeui sigan,2020,"Action,Crime,Drama",Regular,6.3,"Lee Jehoon, Jae-hong Ahn, Woo-sik Choi, Jeong Min Park, Yoon Sunghyun",4458,134,43040000.0
Men Behaving Badly,1992,Comedy,Series,7.7,"Martin Clunes, Caroline Quentin, Leslie Ash, Neil Morrissey",7550,45,43040000.0
Balle perdue,2020,"Action,Crime,Thriller",Regular,6.2,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Guillaume Pierret",8228,92,43040000.0
Ji hun,2021,"Drama,Mystery,Sci-Fi",Regular,6.6,"Chen Chang, Janine Chun-Ning Chang, Anke Sun, Christopher Ming-Shun Lee, Wei-Hao Cheng",1926,130,43040000.0
Yangguang puzhao,2019,"Crime,Drama",Regular,7.6,"Chien-Ho Wu, Yi-wen Chen, Samantha Shu-Chin Ko, Kuan-Ting Liu, Mong-Hong Chung",6542,156,43040000.0
Xin shen bang: Ne Zha chong sheng,2021,"Animation,Action,Fantasy",Regular,6.9,"Nicole Fong, Victoria Grace, Jason Ko, Dashiell McGaha-Schletter, Ji Zhao",2212,118,43040000.0
"Bom Dia, Verônica",2020,"Crime,Drama,Mystery",Series,7.6,"Tainá Müller, Camila Morgado, Eduardo Moscovis, Antônio Grassi",2893,49,43040000.0
Crime Scene: The Vanishing at the Cecil Hotel,2021,"Documentary,Crime,Mystery",Regular,5.9,"Tim Marcia, Amy Price, Josh Dean, Greg Kading",15072,219,43040000.0
The Night Before,2015,"Comedy,Fantasy",Regular,6.4,"Joseph Gordon-Levitt, Seth Rogen, Jillian Bell, Lizzy Caplan, Jonathan Levine",68503,101,43040000.0
En affære,2018,"Drama,Thriller",Regular,5.5,"Andrea Bræin Hovig, Tarjei Sandvik Moe, Carsten Bjørnlund, Anneke von der Lippe, Henrik Martin Dahlsbakken",1682,92,440000.0
The Bubble,2020,Comedy,Series,6.5,"Karen Gillan, Pedro Pascal, Keegan-Michael Key, Leslie Mann, Judd Apatow",1904,28,440000.0
Get Even,2020,"Crime,Drama,Thriller",Series,6.5,"Kim Adis, Bethany Antonia, Jessica Alexander, Mia McKenna-Bruce",1904,28,440000.0
Fi,2017,"Drama,Romance",Series,7.8,"Ozan Güven, Serenay Sarikaya, Mehmet Günsür, Berrak Tüzünataç",9721,60,440000.0
Coffee & Kareem,2020,"Action,Comedy,Crime",Regular,5.1,"Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin, Michael Dowse",12524,88,440000.0
The World of the Married,2020,"Drama,Romance",Series,8.1,"Kim Hee-ae, Park Hae-joon, So-hee Han, Kim Young-min",1863,80,440000.0
Looking Glass,2018,"Mystery,Thriller",Regular,4.6,"Nicolas Cage, Robin Tunney, Marc Blucas, Ernie Lively, Tim Hunter",6155,103,440000.0
The Debt Collector,2018,"Action,Comedy",Regular,5.8,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Tony Todd, Jesse V. Johnson",6619,95,440000.0
Laggies,2014,"Comedy,Drama,Romance",Regular,6.4,"Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Mark Webber, Lynn Shelton",42740,99,440000.0
Kôkaku kidôtai: Stand Alone Complex,2002,"Animation,Action,Crime",Series,8.5,"Shirô Saitô, Mary Elizabeth McGlynn, William Frederick Knight, Richard Epcar",18383,24,770000.0
The Double,2011,"Action,Crime,Drama",Regular,5.9,"Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan, Michael Brandt",29333,98,770000.0
Bo Burnham: what.,2013,"Comedy,Music",Regular,8.4,Bo Burnham,9995,60,770000.0
Nightworld,2017,"Horror,Thriller",Regular,4.4,"Jason London, Robert Englund, Gianni Capaldi, Lorina Kamburova, Patricio Valladares",2155,92,770000.0
I Am the Pretty Thing That Lives in the House,2016,"Drama,Horror,Mystery",Regular,4.6,"Ruth Wilson, Paula Prentiss, Bob Balaban, Lucy Boynton, Oz Perkins",13685,89,770000.0
Tower of God,2020,"Animation,Action,Adventure",Series,7.8,"Matthew David Rudd, Johnny Yong Bosch, Chris Hackney, Cherami Leigh",4059,23,770000.0
Dirty Money,2018,"Documentary,Crime",Series,8.1,"Matt Taibbi, Alex Gibney, Anabel Hernández, Fahmi Quadir",8359,60,770000.0
Love/Hate,2010,"Crime,Drama",Series,8.5,"Tom Vaughan-Lawlor, Killian Scott, Aoibhinn McGinnity, Charlie Murphy",6346,51,770000.0
Pieles,2017,"Comedy,Drama,Fantasy",Regular,6.2,"Ana Polvorosa, Carmen Machi, Macarena Gómez, Candela Peña, Eduardo Casanova",5206,77,770000.0
Malang - Unleash the Madness,2020,"Action,Crime,Drama",Regular,6.5,"Aditya Roy Kapoor, Anil Kapoor, Disha Patani, Kunal Khemu, Mohit Suri",9236,135,770000.0
Seulgirowun Gamppangsaenghwal,2017,"Comedy,Drama",Series,8.4,"Hae-soo Park, Jung Kyung-ho, Krystal Jung, Kyoo-hyung Lee",2163,90,770000.0
Dolly Parton's Heartstrings,2019,"Comedy,Drama,Music",Series,7.6,"Dolly Parton, Delta Burke, Julianne Hough, Melissa Leo",1920,62,770000.0
Kagittan Hayatlar,2021,Drama,Regular,6.7,"Çagatay Ulusoy, Emir Ali Dogrul, Ersin Arici, Turgay Tanülkü, Can Ulkay",10210,96,770000.0
Mark Felt: The Man Who Brought Down the White House,2017,"Biography,Drama,History",Regular,6.4,"Liam Neeson, Diane Lane, Marton Csokas, Tony Goldwyn, Peter Landesman",12491,103,770000.0
Forces spéciales,2011,"Action,Drama,War",Regular,6.4,"Diane Kruger, Djimon Hounsou, Benoît Magimel, Denis Ménochet, Stéphane Rybojad",18275,109,10000.0
Death Warrant,1990,"Action,Crime,Mystery",Regular,5.7,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb, George Dickerson, Deran Sarafian",17926,89,16850000.0
Eden,2021,"Animation,Action,Adventure",Series,6.6,"Marika Kôno, Kentarô Itô, Kyôko Hikami, Tarusuke Shingaki",821,25,30000.0
Beyond a Reasonable Doubt,2009,"Crime,Drama,Mystery",Regular,5.9,"Jesse Metcalfe, Amber Tamblyn, Michael Douglas, Joel David Moore, Peter Hyams",12570,106,30000.0
1983,2018,"Crime,Drama,Thriller",Regular,6.8,"Robert Wieckiewicz, Maciej Musial, Michalina Olszanska, Andrzej Chyra",3882,60,5660000.0
Ergo Proxy,2006,"Animation,Action,Adventure",Regular,8.0,"Kôji Yusa, Akiko Yajima, Rachel Hirschfeld, Liam O'Brien",13098,25,5660000.0
The Flemish Bandits,2018,"Adventure,Drama,History",Series,6.8,"Matteo Simoni, Stef Aerts, Jeroen Perceval, Dirk Roofthooft",2114,45,5660000.0
La belva,2020,"Action,Crime,Drama",Regular,5.2,"Fabrizio Gifuni, Lino Musella, Monica Piseddu, Andrea Pennacchi, Ludovico Di Martino",3858,97,5660000.0
Disparu à jamais,2021,"Crime,Drama,Mystery",Regular,6.3,"Bojesse Christopher, Grégoire Colin, Nicolas Duvauchelle, Guillaume Gouix",2065,94,5660000.0
Sun Dogs,2017,"Comedy,Drama",Regular,6.3,"Jennifer Morrison, J.R. Ramirez, Melissa Benoist, Allison Janney, Jennifer Morrison",2065,94,5660000.0
The Real Housewives of Atlanta,2008,Reality-TV,Series,4.4,"Kandi Burruss, Cynthia Bailey, NeNe Leakes, Kenya Moore",3413,44,5660000.0
Alhambeura Goongjeonui Chooeok,2018,"Drama,Romance,Sci-Fi",Series,7.8,"Park Shin-Hye, Hyun Bin, Jin-Woong Min, Park Hoon",4367,60,5660000.0
Breaking Boundaries: The Science of Our Planet,2021,Documentary,Regular,7.8,"David Attenborough, Elena Bennett, Jason Box, Terry Hughes, Jon Clay",1462,73,5660000.0
Lenox Hill,2020,Documentary,Regular,8.7,"John Boockvar, David Langer, Amanda Little-Richardson, Mirtha Macri",2044,79,5660000.0
Leave the World Behind,2015,Drama,Regular,5.6,"Denzel Washington, Julia Roberts, Sam Esmail",12049,79,5660000.0
6 Years,2015,"Drama,Romance",Regular,5.6,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Hannah Fidell",12049,79,5660000.0
#BlackAF,2020,Comedy,Regular,6.8,"Rashida Jones, Kenya Barris, Iman Benson, Genneya Walton",4200,36,5660000.0
Bulbbul,2020,"Drama,Horror,Mystery",Regular,6.6,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chattopadhyay, Anvita Dutt",10484,94,5660000.0
Slugterra,2012,"Animation,Action,Comedy",Series,6.5,"Lee Tockar, Sam Vincent, Andrew Francis, Shannon Chan-Kent",1209,22,5660000.0
The Warrior's Way,2010,"Action,Fantasy,Western",Regular,6.3,"Jang Dong-Gun, Kate Bosworth, Geoffrey Rush, Danny Huston, Sngmoo Lee",25758,100,5660000.0
Power Rangers Ninja Steel,2017,"Action,Adventure,Drama",Series,5.9,"William Shewfelt, Nico Greetham, Zoë Robins, Peter Adrian Sudarso",758,21,30000.0
Goo-hae-jwo,2017,"Mystery,Thriller",Series,8.1,"Jo Jae-yoon, Ho-jin Chun, Tae-goo Eom, Esom",1046,60,30000.0
Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,1999,"Animation,Action,Adventure",Regular,8.6,"Mayo Suzukaze, Junko Iwao, Nozomu Sasaki, Masami Suzuki",13766,118,30000.0
Conversations with a Killer: The Ted Bundy Tapes,2019,"Documentary,Biography,Crime",Regular,7.8,"Stephen Michaud, Bob Keppel, Kathleen McChesney, Ward Lucas",25740,236,30000.0
Sharknado 4: The 4th Awakens,2016,"Action,Adventure,Comedy",Regular,3.9,"Ian Ziering, Tara Reid, Masiela Lusha, Cody Linley, Anthony C. Ferrante",7719,95,30000.0
Bolívar: Una lucha admirable,2019,"Action,Biography,Drama",Regular,7.5,"Luis Gerónimo Abreu, Carlos Aguilar, Nohely Arteaga, Amparo Conde",668,52,30000.0
Creeped Out,2017,"Drama,Family,Fantasy",Series,6.6,"Victoria Diamond, William Romain, Jaiden Cannatelli, Lukas Engel",1562,30,30000.0
The Machine,2013,"Action,Drama,Sci-Fi",Regular,6.1,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine, Caradog W. James",30553,91,30000.0
Frequency,2016,"Drama,Fantasy,Mystery",Series,7.5,"Peyton List, Riley Smith, Devin Kelley, Mekhi Phifer",13090,42,30000.0
Taineun Jiokida,2019,"Crime,Horror,Mystery",Regular,7.9,"Si-wan Yim, Lee Dong-Wook, Rae-Hyung Cha, Lee Jeong-eun",2423,60,30000.0
Unicorn Store,2017,"Comedy,Drama,Fantasy",Regular,5.5,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Brie Larson",18304,92,30000.0
Lazzaro felice,2018,"Drama,Fantasy,Mystery",Regular,7.5,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Alice Rohrwacher",16536,128,30000.0
Hwayugi,2017,"Comedy,Fantasy,Horror",Series,8.1,"Lee Seung-gi, Seung-Won Cha, Yeon-Seo Oh, Hong-ki Lee",3664,75,30000.0
The Debt Collector 2,2020,"Action,Comedy",Regular,5.8,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Marina Sirtis, Jesse V. Johnson",3581,97,30000.0
Trigun,1998,"Animation,Action,Adventure",Regular,8.3,"Masaya Onosaka, Hiromi Tsuru, Satsuki Yukino, Johnny Yong Bosch",20026,24,30000.0
Sonic Prime,2022,"Animation,Action,Adventure",Series,6.0,no value,1621,85,30000.0
Strangers,2012,Comedy,Regular,6.0,"Camila Mendes, Maya Hawke, Rish Shah, Talia Ryder, Jennifer Kaytin Robinson",1621,85,30000.0
Monsoon,2019,"Drama,History,Romance",Regular,6.0,"Henry Golding, William Do, David Tran, Lam Anh Dao, Hong Khaou",1621,85,30000.0
La noche de 12 años,2018,"Biography,Crime,Drama",Regular,7.5,"Antonio de la Torre, Chino Darín, Alfonso Tort, César Troncoso, Álvaro Brechner",9150,122,30000.0
Charité,2017,"Drama,History",Series,7.9,"Alicia von Rittberg, Mala Emde, Nina Gummich, Maximilian Meyer-Bretschneider",2873,45,30000.0
2gether,2020,"Comedy,Drama,Romance",Regular,7.9,"Vachirawit Chivaaree, Metawin Opas-Iamkajorn, Chinnarat Siriphongchawalit, Sivakorn Lertchoochot",1276,50,30000.0
Luna Nera,2020,"Drama,Fantasy,Thriller",Series,5.6,"Antonia Fotaras, Giorgio Belli, Gloria Carovana, Giandomenico Cupaiuolo",2533,43,30000.0
A Madea Homecoming,2022,Comedy,Regular,6.9,"Tyler Perry, Gabrielle Dennis, Brendan O'Carroll, Cassi Davis, Tyler Perry",2771,43,30000.0
Murder Mountain,2018,"Documentary,Crime",Regular,6.9,"Billy Honsal, Braden Brawner, Mike Downey, John Gordon",2771,43,30000.0
Perdida,2020,"Crime,Drama,Mystery",Regular,7.1,"Daniel Grao, Carolina Lapausa, Melani Olivares, Fernando Solórzano",2003,50,30000.0
Zui quan,1978,"Action,Comedy",Regular,7.5,"Jackie Chan, Siu-Tin Yuen, Jang-Lee Hwang, Dean Shek, Woo-Ping Yuen",38076,111,30000.0
There's Someone Inside Your House,2021,"Horror,Thriller",Regular,7.2,"Sarah Dugdale, Kayla Heller, Sydney Park, Théodore Pellerin, Patrick Brice",5587,204,30000.0
Watership Down,2018,"Animation,Action,Adventure",Regular,7.2,"James McAvoy, Nicholas Hoult, John Boyega, Ben Kingsley",5587,204,30000.0
The Chronicles of Narnia: The Silver Chair,2015,"Adventure,Fantasy",Regular,7.1,Joe Johnston,43083,116,30000.0
Er ist wieder da,2015,"Comedy,Drama,Fantasy",Regular,7.1,"Oliver Masucci, Thomas M. Köppl, Marc-Marvin Israel, David Gebigke, David Wnendt",43083,116,30000.0
The Christmas Chronicles,2018,"Adventure,Comedy,Family",Regular,7.0,"Kurt Russell, Darby Camp, Judah Lewis, Oliver Hudson, Clay Kaytis",63607,104,30000.0
This Is a Robbery: The World's Biggest Art Heist,2021,"Documentary,Crime,History",Regular,6.4,"Shelley Murphy, Anne Hawley, Dick Ellis, Martin Leppo",3443,210,30000.0
Gundala,2019,"Action,Adventure,Drama",Regular,6.2,"Abimana Aryasatya, Tara Basro, Bront Palarae, Ario Bayu, Joko Anwar",4153,123,30000.0
Higurashi no naku koro ni,2006,"Animation,Drama,Horror",Regular,7.9,"Rebecca Forstadt, Megan Hollingshead, John Snyder, Sôichirô Hoshi",5045,24,30000.0
The Mothership,2018,"Adventure,Drama,Sci-Fi",Series,8.3,"Halle Berry, Molly Parker, Omari Hardwick, John Ortiz, Matt Charman",1553,13,30000.0
Scissor Seven,2018,"Animation,Action",Series,8.3,"Jas Patrick, Ronny Chieng, Jake Green, Aleks Le",1553,13,30000.0
The Trials of Gabriel Fernandez,2020,"Documentary,Crime",Regular,8.1,"William Guirola, Wyatt Hinz, Rodrigo Alfonso, David Alvarado",9411,331,30000.0
Mahouka koukou no rettousei,2014,"Animation,Action,Drama",Series,7.2,"Yûichi Nakamura, Saori Hayami, Yumi Uchiyama, Kana Hanazawa",2698,22,30000.0
Charming,2018,"Animation,Adventure,Comedy",Regular,5.6,"Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos, Ross Venokur",3144,85,30000.0
iBoy,2017,"Action,Crime,Sci-Fi",Regular,6.0,"Bill Milner, Maisie Williams, Miranda Richardson, Rory Kinnear, Adam Randall",21589,90,30000.0
David Attenborough: A Life on Our Planet,2020,"Documentary,Biography",Regular,9.0,"David Attenborough, Max Hughes",28445,83,30000.0
Super Mario Bros: The Movie,2022,"Animation,Action,Adventure",Regular,4.6,no value,9949,96,30000.0
Freelancers,2012,"Action,Crime,Drama",Regular,4.6,"50 Cent, Robert De Niro, Forest Whitaker, Malcolm Goodwin, Jessy Terrero",9949,96,30000.0
Pan-dola,2016,"Action,Drama,Thriller",Regular,6.7,"Daekyum Ahn, Do-bin Baek, Seung-Hoon Choi, Sung-Wook Eo, Jong-woo Park",6508,136,30000.0
B: The Beginning,2018,"Animation,Action,Crime",Series,7.2,"Hiroaki Hirata, Hiroki Touchi, Asami Seto, Johnny Yong Bosch",4285,25,30000.0
Copenhagen,2014,"Adventure,Drama,Romance",Regular,7.1,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Mark Raso",12623,98,30000.0
Life Unexpected,2010,Drama,Series,7.5,"Shiri Appleby, Kristoffer Polaha, Britt Robertson, Kerr Smith",14088,60,30000.0
Jeffrey Epstein: Filthy Rich,2020,"Documentary,Crime",Regular,7.1,"Michael Reiter, Annie Farmer, Shawna Rivera, Alan Dershowitz",19935,227,30000.0
Los favoritos de Midas,2020,"Crime,Drama,Thriller",Regular,6.6,"Luis Tosar, Marta Belmonte, Guillermo Toledo, Carlos Blanco",3498,316,30000.0
